comp_name,link,apply_require,condition,comp_info
㈜마음에이아이,https://www.jobkorea.co.kr/Recruit/GI_Read/45054151?Oem_Code=C1&logpath=1&stext=&listno=82,경력 경력무관 학력 학력무관,"고용형태 정규직 수습 3개월 병역특례 보충역, 전문연구요원, 산업기능요원(전직가능) 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 성남시 수정구 지도 시간 주5일 (월~금) 09:00~18:00 탄력근무제",산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 112명 설립년도 2014년 (11년차) 기업형태 중소기업 (코스닥) 홈페이지 maum.ai
㈜컴투스,https://www.jobkorea.co.kr/Recruit/GI_Read/45039425?Oem_Code=C1&logpath=1&stext=&listno=83,경력 경력무관 학력 학력무관,고용형태 병역특례 전문연구요원 급여 회사내규에 따름 지역 서울시 금천구 지도 시간 주5일 (월~금),"산업(업종) 게임·애니메이션 사원수 1,401명 설립년도 1998년 (27년차) 기업형태 중견기업 (코스닥 상장) 홈페이지 com2us.com"
㈜컴투스,https://www.jobkorea.co.kr/Recruit/GI_Read/45013277?Oem_Code=C1&logpath=1&stext=&listno=84,경력 경력 학력 대졸이상,고용형태 정규직 수습기간협의 급여 회사내규에 따름 지역 서울시 금천구 지도 시간 주5일 (월~금),"산업(업종) 게임·애니메이션 사원수 1,401명 설립년도 1998년 (27년차) 기업형태 중견기업 (코스닥 상장) 홈페이지 com2us.com"
엔에이치엔㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45008841?Oem_Code=C1&logpath=1&stext=&listno=85,경력 경력무관 학력 대학원(석사)이상,고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 성남시 분당구 지도 시간 주5일 (월~금) 09:00~18:00 탄력근무제,산업(업종) 유선 온라인 게임 소프트웨어 개발 및 공급업 사원수 898명 설립년도 2013년 (12년차) 기업형태 중견기업 (코스피) 홈페이지 nhn.com
중고나라,https://www.jobkorea.co.kr/Recruit/GI_Read/45007508?Oem_Code=C1&logpath=1&stext=&listno=86,"경력 경력 (3년이상) 학력 대졸이상 스킬 API, AWS, ElasticStack, Python, RDBMS, Spark, SQL 핵심역량 계획성, 꼼꼼함, 성실성",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 서초구 지도 시간 주5일 (월~금),산업(업종) 쇼핑몰·오픈마켓·소셜커머스 사원수 150명 설립년도 2014년 (11년차) 기업형태 벤처기업 (비상장) 홈페이지 https://joonggonara.ninehire.site
㈜티맥스소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/45001743?Oem_Code=C1&logpath=1&stext=&listno=87,경력 경력 (5년이상) 학력 대졸이상,고용형태 정규직 급여 회사내규에 따름 지역 경기도 성남시 분당구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 솔루션·SI·CRM·ERP 사원수 530명 설립년도 1997년 (28년차) 기업형태 중견기업 (비상장) 홈페이지 tmaxsoft.com
한국생산기술연구원,https://www.jobkorea.co.kr/Recruit/GI_Read/44974073?Oem_Code=C1&logpath=1&stext=&listno=88,"경력 경력무관 학력 대졸이상 (졸업예정자 가능) 스킬 C++, Git, Matlab, Python, Solidworks, 임베디드리눅스, AutoCAD, ROS, ROS2, Simulink 핵심역량 성실성, 윤리의식, 협동심, 성장지향성, 성취지향성, 계획성 우대 기본우대 영어가능자 외국어 [영어] TOEIC 우대전공 기계공학과",고용형태 계약직 근무기간협의 인턴 근무기간협의 아르바이트 근무기간 6개월 급여 회사내규에 따름 지역 광주 북구 지도 시간 협의가능 09:00~18:00 탄력근무제 직책 팀원 더보기 팀장/매니저/실장 직책 더보기 레이어 닫기,"산업(업종) 기타 공학 연구개발업 사원수 1,318명 설립년도 1989년 (36년차) 기업형태 비영리법인 (비상장) 홈페이지 kitech.re.kr"
원드롭,https://www.jobkorea.co.kr/Recruit/GI_Read/44947072?Oem_Code=C1&logpath=1&stext=&listno=89,경력 경력 (3년이상) 학력 고졸이상,고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 성남시 중원구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 제약·보건·바이오 사원수 46명 설립년도 2017년 (8년차) 기업형태 중소기업 (비상장) 홈페이지 1drop.co.kr
㈜비바리퍼블리카,https://www.jobkorea.co.kr/Recruit/GI_Read/44957375?Oem_Code=C1&logpath=1&stext=&listno=90,"경력 경력 (3년이상) 학력 학력무관 스킬 Python, SAS, SQL","고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 강남구 , 재택근무 가능 지도 시간 주5일 (월~금) 탄력근무제","산업(업종) 모바일·APP 사원수 1,405명 설립년도 2013년 (12년차) 기업형태 벤처기업 (비상장) 홈페이지 https://career.toss.im"
㈜이씨마이너,https://www.jobkorea.co.kr/Recruit/GI_Read/44932798?Oem_Code=C1&logpath=1&stext=&listno=91,"경력 경력 학력 대졸이상 (졸업예정자 가능) 스킬 C, C++, JAVA 우대 기본우대 석사학위 수여자",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 강남구 지도 시간 주5일 (월~금) 09:00~18:00 직급 면접 후 결정,산업(업종) 솔루션·SI·CRM·ERP 사원수 31명 설립년도 2000년 (25년차) 기업형태 중소기업 (비상장) 홈페이지 ecminer.com
㈜이씨마이너,https://www.jobkorea.co.kr/Recruit/GI_Read/44932789?Oem_Code=C1&logpath=1&stext=&listno=92,"경력 신입 학력 대졸이상 (졸업예정자 가능) 스킬 C, C++, JAVA 우대 기본우대 석사학위 수여자","고용형태 정규직 수습 3개월 급여 연봉 3,500만원 이상 - 면접 후 결정 지역 서울시 강남구 지도 시간 주5일 (월~금) 09:00~18:00 직급 면접 후 결정",산업(업종) 솔루션·SI·CRM·ERP 사원수 31명 설립년도 2000년 (25년차) 기업형태 중소기업 (비상장) 홈페이지 ecminer.com
㈜이씨마이너,https://www.jobkorea.co.kr/Recruit/GI_Read/44932759?Oem_Code=C1&logpath=1&stext=&listno=93,"경력 신입·경력 학력 대졸이상 (졸업예정자 가능) 핵심역량 성실성, 꼼꼼함, 협동심, 적응성, 창의성 우대 기본우대 운전가능자 우대전공 산업공학과","고용형태 정규직 수습 3개월 급여 연봉 3,500만원 이상 지역 서울시 강남구 지도 시간 주5일 (월~금) 09:00~18:00 직급 면접 후 결정",산업(업종) 솔루션·SI·CRM·ERP 사원수 31명 설립년도 2000년 (25년차) 기업형태 중소기업 (비상장) 홈페이지 ecminer.com
㈜넥슨,https://www.jobkorea.co.kr/Recruit/GI_Read/44924650?Oem_Code=C1&logpath=1&stext=&listno=94,경력 경력무관 학력 학력무관,고용형태 정규직 급여 회사내규에 따름 지역 경기도 성남시 분당구 지도,"산업(업종) 컴퓨터·하드웨어·장비 사원수 3,500명 설립년도 1994년 (31년차) 기업형태 대기업 (비상장) 홈페이지 company.nexon.com"
㈜넥슨,https://www.jobkorea.co.kr/Recruit/GI_Read/44924643?Oem_Code=C1&logpath=1&stext=&listno=95,경력 경력무관 학력 학력무관,고용형태 정규직 급여 회사내규에 따름 지역 경기도 성남시 분당구 지도,"산업(업종) 컴퓨터·하드웨어·장비 사원수 3,500명 설립년도 1994년 (31년차) 기업형태 대기업 (비상장) 홈페이지 company.nexon.com"
㈜넥슨,https://www.jobkorea.co.kr/Recruit/GI_Read/44924634?Oem_Code=C1&logpath=1&stext=&listno=96,경력 경력무관 학력 학력무관,고용형태 정규직 급여 회사내규에 따름 지역 경기도 성남시 분당구 지도,"산업(업종) 컴퓨터·하드웨어·장비 사원수 3,500명 설립년도 1994년 (31년차) 기업형태 대기업 (비상장) 홈페이지 company.nexon.com"
잡코리아(유),https://www.jobkorea.co.kr/Recruit/GI_Read/43634159?Oem_Code=C1&logpath=1&stext=&listno=97,경력 경력무관 학력 대졸이상 우대 기본우대 국가유공자,"고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 서초구 , 강남구 지도 시간 주5일 (월~금) 09:00~18:00 선택적 근로시간제 운영 (Core Time 11:00~16:00) 직급 면접 후 결정",산업(업종) 포털·컨텐츠·커뮤니티 사원수 530명 설립년도 1996년 (29년차) 기업형태 중견기업 (비상장) 홈페이지 https://www.jobkorea.co.kr
㈜포비콘,https://www.jobkorea.co.kr/Recruit/GI_Read/45357243?Oem_Code=C1&logpath=1&stext=&listno=98,경력 경력 (3년이상) 학력 학력무관,"고용형태 정규직 수습 3개월 급여 연봉 3,000만원 이상 - 면접 후 결정 지역 경기도 성남시 수정구 지도 시간 주5일 (월~금) 09:00~18:00",산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 7명 설립년도 2024년 (1년차) 기업형태 중소기업 (비상장) 홈페이지 fobecon.co.kr
제트서브,https://www.jobkorea.co.kr/Recruit/GI_Read/45356654?Oem_Code=C1&logpath=1&stext=&listno=99,"경력 신입 학력 대졸이상 스킬 AWS, Django, Docker, Hadoop, MongoDB, PostgreSQL, Python, ELK 핵심역량 창의성, 협동심, 성장지향성, 성실성, 꼼꼼함, 자존감, 적응성 우대 기본우대 공모전 입상자",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 강서구 지도 시간 주5일 (월~금) 08:00~17:00 더보기 09:00~18:00 시간 더보기 레이어 닫기 직급 사원급 직책 팀원,산업(업종) 시스템 소프트웨어 개발 및 공급업 사원수 8명 설립년도 2015년 (10년차) 기업형태 중소기업 (비상장) 홈페이지 https://www.jetserve.net
㈜딥엑스,https://www.jobkorea.co.kr/Recruit/GI_Read/45355834?Oem_Code=C1&logpath=1&stext=&listno=100,경력 경력 (5년이상) 학력 대졸이상,고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 성남시 분당구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 반도체·디스플레이·광학 사원수 61명 설립년도 2018년 (7년차) 기업형태 중소기업 (비상장) 홈페이지 deepx.ai
㈜이음인터렉티브,https://www.jobkorea.co.kr/Recruit/GI_Read/45355491?Oem_Code=C1&logpath=1&stext=&listno=101,"경력 신입·경력 (3년이상) 학력 대졸이상 스킬 Django, Flutter, MongoDB, MySQL, Python, React, TypeScript, Jotai, Langchain 우대 기본우대 영어가능자 우대전공 산업공학과","고용형태 정규직 수습 3개월 계약직 근무기간 1년 정규직 전환가능 인턴 근무기간 6개월 정규직 전환가능 급여 연봉 4,300~12,000만원 지역 서울시 강남구 지도 시간 주5일 (월~금) 09:30~18:30 코로나 외 신종바이러스 등으로 재택근무 가능성 있음 탄력근무제 직급 사원급 더보기 주임~대리급 면접 후 결정 직급 더보기 레이어 닫기 직책 팀원",산업(업종) 솔루션·SI·CRM·ERP 사원수 6명 설립년도 2018년 (7년차) 기업형태 중소기업 (비상장) 홈페이지 https://kr.ieum.io
스카이랩스,https://www.jobkorea.co.kr/Recruit/GI_Read/45354397?Oem_Code=C1&logpath=1&stext=&listno=102,경력 신입 학력 대학원(석사)이상,고용형태 정규직 수습 3개월 급여 회사내규에 따름 지역 경기도 성남시 분당구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 제약·보건·바이오 사원수 65명 설립년도 2015년 (10년차) 기업형태 벤처기업 (비상장) 홈페이지 skylabs.io
루미르㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45353865?Oem_Code=C1&logpath=1&stext=&listno=103,"경력 경력 (3년이상) 학력 대졸이상 스킬 Python, Pytorch, Tensorflow, Scikit-Learn 핵심역량 성실성, 성취지향성, 협동심, 성장지향성, 적응성 우대 기본우대 병역특례",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 용인시 수지구 지도 시간 주5일 (월~금) 09:00~18:00 직급 면접 후 결정,산업(업종) 전기·전자·제어 사원수 60명 설립년도 2009년 (16년차) 기업형태 중소기업 (비상장) 홈페이지 lumir.space
㈜엑스코어시스템,https://www.jobkorea.co.kr/Recruit/GI_Read/45352792?Oem_Code=C1&logpath=1&stext=&listno=104,"경력 경력 (3년이상) 학력 학력무관 스킬 JAVA, Unix, Window, Linux, 클라우드, 정보보안, 인프라, 보안컨설팅, 데이터, it개발 우대 기본우대 관련 자격증 보유자 우대전공 정보통신공학과",고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 세종전지역 지도 시간 주5일 (월~금) 10:00~18:00 직책 팀원,산업(업종) 솔루션·SI·CRM·ERP 사원수 44명 설립년도 2017년 (8년차) 기업형태 중소기업 (비상장) 홈페이지 xcs.co.kr
㈜씨지인사이드,https://www.jobkorea.co.kr/Recruit/GI_Read/45352263?Oem_Code=C1&logpath=1&stext=&listno=105,"경력 경력 (3년이상) 학력 대졸이상 스킬 API, AWS, GCP, PostgreSQL, Python, RestAPI, Vuex, Opensearch, Langchain, Qdrant 핵심역량 꼼꼼함, 협동심, 계획성 우대 기본우대 유관업무 경력자(3년)",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 마포구 지도 시간 주5일 (월~금) 10:00~19:00 09-18가능,산업(업종) 포털·컨텐츠·커뮤니티 사원수 17명 설립년도 2019년 (6년차) 기업형태 벤처기업 (비상장) 홈페이지 cginside.co.kr
뉴로핏㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45350220?Oem_Code=C1&logpath=1&stext=&listno=106,"경력 경력 (2년이상) 학력 대졸이상 (졸업예정자 가능) 스킬 Python, Pytorch",고용형태 정규직 수습 3개월 급여 회사내규에 따름 지역 강원도 춘천시 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 솔루션·SI·CRM·ERP 사원수 105명 설립년도 2016년 (9년차) 기업형태 벤처기업 (비상장) 홈페이지 neurophet.com
뉴로핏㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45350206?Oem_Code=C1&logpath=1&stext=&listno=107,"경력 신입·경력 (2년이상) 학력 대졸이상 스킬 Docker, Flask, kubernetes, Matlab, Python, Pytorch, R, Tensorflow",고용형태 정규직 수습 3개월 급여 회사내규에 따름 지역 서울시 강남구 지도 시간 주5일 (월~금) 09:00~18:00 자율출근제 (오전 7~11시 사이 자율 출퇴근),산업(업종) 솔루션·SI·CRM·ERP 사원수 130명 설립년도 2016년 (9년차) 기업형태 중소기업 (비상장) 홈페이지 neurophet.com
엑소시스템즈,https://www.jobkorea.co.kr/Recruit/GI_Read/45348347?Oem_Code=C1&logpath=1&stext=&listno=108,"경력 경력 (1년이상) 학력 학력무관 스킬 C++, Matlab, Python",고용형태 정규직 급여 회사내규에 따름 지역 경기도 성남시 수정구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 전기식 진단 및 요법 기기 제조업 사원수 14명 설립년도 2017년 (8년차) 기업형태 중소기업 (비상장) 홈페이지 https://www.exosystems.io
퓨렌스㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45347092?Oem_Code=C1&logpath=1&stext=&listno=109,"경력 경력무관 학력 대졸이상 (졸업예정자 가능) 스킬 Pytorch, Tensorflow 우대 기본우대 관련 학과 전공자",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 금천구 지도 시간 주5일 (월~금) 09:30~18:30 직책 팀원,산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 54명 설립년도 2007년 (18년차) 기업형태 중소기업 (비상장) 홈페이지 furence.com
㈜에프에스솔루션,https://www.jobkorea.co.kr/Recruit/GI_Read/45346893?Oem_Code=C1&logpath=1&stext=&listno=110,경력 경력 (3년이상) 학력 대졸이상 우대 기본우대 영어가능자 우대전공 컴퓨터공학과,고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 성남시 수정구 지도 시간 주5일 (월~금) 직급 면접 후 결정,산업(업종) 솔루션·SI·CRM·ERP 사원수 22명 설립년도 2015년 (10년차) 기업형태 벤처기업 (비상장) 홈페이지 fssolution.co.kr
㈜시노펙스,https://www.jobkorea.co.kr/Recruit/GI_Read/45346550?Oem_Code=C1&logpath=1&stext=&listno=111,경력 경력 (2년이상) 학력 대학원(석사)이상,고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 화성시 지도 시간 주5일 (월~금) 08:30~17:30,산업(업종) 전기·전자·제어 사원수 167명 설립년도 1985년 (40년차) 기업형태 중견기업 (코스닥 상장) 홈페이지 synopex.com
㈜딥노이드,https://www.jobkorea.co.kr/Recruit/GI_Read/45346246?Oem_Code=C1&logpath=1&stext=&listno=112,경력 경력무관 학력 대학원(석사)이상,"고용형태 정규직 급여 연봉 3,000~4,000만원 - 면접 후 결정 지역 서울시 구로구 지도 시간 주5일 (월~금) 09:00~18:00",산업(업종) 솔루션·SI·CRM·ERP 사원수 143명 설립년도 2008년 (17년차) 기업형태 중소기업 (코스닥) 홈페이지 deepnoid.com
㈜클라이원트,https://www.jobkorea.co.kr/Recruit/GI_Read/45341361?Oem_Code=C1&logpath=1&stext=&listno=113,"경력 경력무관 학력 대졸이상 스킬 Python, NLP, LLM, RAG",고용형태 정규직 급여 회사내규에 따름 지역 서울시 마포구 지도 시간 주5일 (월~금) 09:00~18:00 탄력근무제,산업(업종) 솔루션·SI·CRM·ERP 사원수 6명 설립년도 2023년 (2년차) 기업형태 중소기업 (비상장) 홈페이지 cliwant.com
㈜아이엠에스나노텍,https://www.jobkorea.co.kr/Recruit/GI_Read/45343605?Oem_Code=C1&logpath=1&stext=&listno=114,"경력 신입·경력 (2년이상) 학력 대졸이상 (졸업예정자 가능) 스킬 C++, VisualBasic, VIsualC·C++",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 구로구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 반도체·디스플레이·광학 사원수 25명 설립년도 2002년 (23년차) 기업형태 중소기업 (비상장) 홈페이지 imsnt.com
마크클라우드,https://www.jobkorea.co.kr/Recruit/GI_Read/45340505?Oem_Code=C1&logpath=1&stext=&listno=115,경력 신입·경력 학력 대졸이상 스킬 Python,고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 강남구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 9명 설립년도 2019년 (6년차) 기업형태 중소기업 (-)
㈜아이알에스소프트코리아,https://www.jobkorea.co.kr/Recruit/GI_Read/45340186?Oem_Code=C1&logpath=1&stext=&listno=116,"경력 경력 학력 학력무관 스킬 JAVA, Keras, MariaDB, Pytorch, Tensorflow, 전자정부표준프레임워크 우대 기본우대 관련 학과 전공자 우대전공 정보통신공학과",고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 구로구 지도 시간 주5일 (월~금) 09:00~18:00 탄력근무제 직급 사원급 더보기 주임~대리급 과장~차장급 면접 후 결정 직급 더보기 레이어 닫기,산업(업종) 솔루션·SI·CRM·ERP 사원수 10명 설립년도 2005년 (20년차) 기업형태 중소기업 (비상장) 홈페이지 irskorea.co.kr
라이트비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45339661?Oem_Code=C1&logpath=1&stext=&listno=117,"경력 경력 (2년이상) 학력 대졸이상 스킬 C, C++, Python 우대 우대전공 공학계열","고용형태 정규직 급여 연봉 3,000~8,400만원 - 면접 후 결정 지역 서울시 성동구 지도 시간 주5일 (월~금) 10:00~19:00 직급 면접 후 결정",산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 19명 설립년도 2018년 (7년차) 기업형태 중소기업 (비상장) 홈페이지 https://www.lightvision.kr
㈜엘로이랩,https://www.jobkorea.co.kr/Recruit/GI_Read/45338755?Oem_Code=C1&logpath=1&stext=&listno=118,"경력 신입 학력 학력무관 핵심역량 꼼꼼함, 성장지향성, 성실성, 성취지향성",고용형태 인턴 근무기간 6개월 급여 회사내규에 따름 지역 서울시 구로구 지도 시간 주5일 (월~금) 09:00~18:00 탄력근무제 직급 사원급 직책 팀원,산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 26명 설립년도 2020년 (5년차) 기업형태 중소기업 (비상장) 홈페이지 elroilab.com
㈜엘로이랩,https://www.jobkorea.co.kr/Recruit/GI_Read/45337194?Oem_Code=C1&logpath=1&stext=&listno=119,"경력 신입·경력 학력 대학원(석사)이상 핵심역량 꼼꼼함, 성장지향성, 성실성, 성취지향성",고용형태 병역특례 전문연구요원 급여 회사내규에 따름 지역 서울시 구로구 지도 시간 주5일 (월~금) 09:00~18:00 탄력근무제 직급 사원급 직책 팀원,산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 26명 설립년도 2020년 (5년차) 기업형태 중소기업 (비상장) 홈페이지 elroilab.com
씨이랩,https://www.jobkorea.co.kr/Recruit/GI_Read/45338443?Oem_Code=C1&logpath=1&stext=&listno=120,경력 경력무관 학력 대졸이상,고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 강남구 지도 시간 주5일 (월~금) 09:00~18:00 직책 팀원,산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 77명 설립년도 2010년 (15년차) 기업형태 중소기업 (코스닥) 홈페이지 xiilab.com
㈜퍼브,https://www.jobkorea.co.kr/Recruit/GI_Read/45337773?Oem_Code=C1&logpath=1&stext=&listno=121,"경력 경력 (5년이상) 학력 초대졸이상 스킬 Git, Matlab, Pandas, Python, Pytorch, Scipy, Tensorflow, DL, Matplotlib, Numpy",고용형태 계약직 프리랜서 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 과천시 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 솔루션·SI·CRM·ERP 사원수 36명 설립년도 2014년 (11년차) 기업형태 벤처기업 (비상장) 홈페이지 firstbrain.co.kr
시큐어포인트,https://www.jobkorea.co.kr/Recruit/GI_Read/45336455?Oem_Code=C1&logpath=1&stext=&listno=122,경력 경력 (3년이상) 학력 대졸이상,"고용형태 정규직 수습 3개월 급여 연봉 4,000만원 이상 - 면접 후 결정 지역 대전시 대덕구 지도 시간 주5일 (월~금) 09:00~18:00",산업(업종) 정보보안 사원수 25명 설립년도 2020년 (5년차) 기업형태 벤처기업 (비상장) 홈페이지 securepoint.co.kr
휴먼교육센터,https://www.jobkorea.co.kr/Recruit/GI_Read/45335991?Oem_Code=C1&logpath=1&stext=&listno=123,경력 경력 (3년이상) 학력 대졸이상 우대 자격증 정보처리기사,고용형태 정규직 계약직 정규직 전환가능 프리랜서 정규직 전환가능 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 영등포구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 기타 기술 및 직업훈련학원 사원수 10명 설립년도 2023년 (2년차) 기업형태 중소기업 (비상장) 홈페이지 human.or.kr
텔레픽스,https://www.jobkorea.co.kr/Recruit/GI_Read/45334832?Oem_Code=C1&logpath=1&stext=&listno=124,경력 경력 (2년이상) 학력 대졸이상,고용형태 정규직 수습 3개월 급여 회사내규에 따름 지역 서울시 영등포구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 기타 공학 연구개발업 사원수 58명 설립년도 2019년 (6년차) 기업형태 중소기업 (비상장) 홈페이지 https://telepix.net
메타빌드㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45334518?Oem_Code=C1&logpath=1&stext=&listno=125,경력 경력무관 학력 대졸이상,고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 서초구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 응용 소프트웨어 개발 및 공급업 사원수 400명 설립년도 1998년 (27년차) 기업형태 중소기업 (비상장) 홈페이지 metabuild.co.kr
데이터랩㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45332918?Oem_Code=C1&logpath=1&stext=&listno=126,"경력 경력 (2년이상) 학력 대졸이상 핵심역량 계획성, 창의성, 성장지향성, 협동심, 적응성 우대 기본우대 컴퓨터활용능력 우수자 우대전공 컴퓨터공학과",고용형태 계약직 근무기간협의 급여 월급 320만원 이상 지역 경기도 수원시 영통구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) 시스템 소프트웨어 개발 및 공급업 사원수 4명 설립년도 2021년 (4년차) 기업형태 중소기업 (비상장)
㈜한국정보기술단,https://www.jobkorea.co.kr/Recruit/GI_Read/45332769?Oem_Code=C1&logpath=1&stext=&listno=127,"경력 경력 (3년이상) 학력 대졸이상 스킬 MSSQL, MySQL, Python, R, SQL 우대 기본우대 국가유공자 자격증 DAP 우대전공 컴퓨터공학과",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 서초구 지도 시간 주5일 (월~금) 09:00~18:00,산업(업종) IT컨설팅 사원수 427명 설립년도 1998년 (27년차) 기업형태 중소기업 (비상장) 홈페이지 audit.co.kr/news
롯데이노베이트㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45331446?Oem_Code=C1&logpath=1&stext=&listno=128,"경력 경력 (3년이상) 학력 대졸이상 스킬 JAVA, Javascript, Python, Spring, SQL 우대 기본우대 장애인",고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 서울시 금천구 지도 시간 주5일 (월~금) 09:00~18:00,"산업(업종) 컴퓨터 프로그래밍 서비스업 사원수 2,938명 설립년도 2017년 (8년차) 기업형태 대기업 (코스피) 홈페이지 ldcc.co.kr"
투아이시스㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/45331425?Oem_Code=C1&logpath=1&stext=&listno=129,"경력 경력 (3년이상) 학력 학력무관 스킬 C#, C++, MariaDB, OpenCV, WPF, DBMS, MVVM, TCP/IP, HTTP, MQTT 핵심역량 성실성, 성취지향성, 창의성, 협동심, 성장지향성, 계획성, 메타인지, 꼼꼼함, 스트레스관리, 윤리의식, 자존감, 적응성",고용형태 정규직 수습 3개월 급여 회사내규에 따름 지역 경기도 안양시 만안구 지도 시간 주5일 (월~금) 09:00~18:00 직급 주임~대리급 더보기 과장~차장급 직급 더보기 레이어 닫기,산업(업종) 전기·전자·제어 사원수 54명 설립년도 2003년 (22년차) 기업형태 중소기업 (비상장) 홈페이지 2isys.com
로이드케이,https://www.jobkorea.co.kr/Recruit/GI_Read/45329836?Oem_Code=C1&logpath=1&stext=&listno=130,"경력 경력 (5년이상) 학력 대졸이상 스킬 JAVA, Kafka, Logstash, Python, SQL, Elasticsearch, Airflow, BigQuery, JSON, Kibana 핵심역량 스트레스관리, 적응성, 성장지향성, 성실성, 꼼꼼함 우대 기본우대 컴퓨터활용능력 우수자 자격증 정보처리기사 우대전공 정보통신공학과",고용형태 정규직 수습 3개월 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 성남시 수정구 지도 시간 주5일 (월~금) 09:00~18:00 직급 과장~차장급,산업(업종) IT컨설팅 사원수 31명 설립년도 2011년 (14년차) 기업형태 중소기업 (비상장) 홈페이지 lloydk.co.kr
녹십자홀딩스,https://www.jobkorea.co.kr/Recruit/GI_Read/45329644?Oem_Code=C1&logpath=1&stext=&listno=131,경력 경력 (5년이상) 학력 대졸이상,고용형태 정규직 급여 회사내규에 따름 - 면접 후 결정 지역 경기도 용인시 기흥구 지도 시간 주5일 (월~금) 08:30~17:30,산업(업종) 지주회사 사원수 155명 설립년도 1967년 (58년차) 기업형태 중견기업 (코스피) 홈페이지 gccorp.com
